LONGITUDE,LATITUDE,CLASS,ASPECT1,ELEVATION1,GEOLOGY1,LULC1,NDVI1,RAINFALL1,ROAD1,SLOPE1,SOIL1,STREAM1
88.450528,27.330917,1,120,1116.87634277344,9,7.11849880218506,0.310401976108551,790.10400390625,5,25,1,1
88.449806,27.366944,1,134,1687.79577636719,9,2,0.365359663963318,859.572387695312,5,32,1,2
88.456833,27.369778,1,142,1506.31469726562,9,9,0.39292848110199,886.415588378906,5,31,1,2
88.356139,27.397389,1,105,1592.28503417969,9,8.99900245666504,0.373732507228851,1036.07275390625,5,32,1,1
88.329139,27.399806,1,274,1934.46508789062,9,8,0.17081044614315,1083.20715332031,5,24,1,1
88.524444,27.245139,1,128,478.495056152344,9,4.43224906921387,0.27046337723732,1072.78491210938,5,24,4,1
88.60681,27.24144,1,143,1386.2109375,9,4.43647384643555,0.226013034582138,1241.55297851562,5,20,3,2
88.53325,27.250556,1,186,490.827362060547,9,7.87433099746704,0.225624725222588,1090.39245605469,5,19,4,1
88.531361,27.251639,1,122,518.452758789062,9,8,0.32916784286499,1078.13452148438,5,16,1,1
88.542444,27.254778,1,153,646.169616699219,9,8.00099754333496,0.273734271526337,1110.11608886719,5,23,4,1
88.543611,27.255278,1,147,635.1806640625,9,8,0.266117036342621,1110.11608886719,5,37,4,1
88.55359,27.25677,1,330,686.484069824219,9,8,0.0309269707649946,1134.79675292969,5,40,1,1
88.548861,27.257972,1,140,632.107666015625,9,8,0.287226974964142,1122.56860351562,5,41,1,1
88.550417,27.259694,1,140,654.578979492188,9,8.99900245666504,0.185289263725281,1118.62426757812,5,37,1,1
88.562389,27.262583,1,251,650.544494628906,9,7.99501085281372,0.131380021572113,1155.90246582031,5,27,1,1
88.558389,27.264361,1,126,628.387756347656,9,2.53561162948608,0.2028918415308,1140.92443847656,5,29,1,1
88.534556,27.265944,1,196,1183.97229003906,9,2.91529846191406,0.325551837682724,1073.60412597656,5,39,1,1
88.54611,27.28408,1,127,1530.63854980469,9,8.23518753051758,0.425306171178818,1086.54797363281,5,30,4,2
